/projects/mobile-phone/small-customisation-existing-native/	3,15	1
/projects/mobile-phone/xml-exercises-declare-elements-xml/	-	1
/projects/graphic-design/logo-designing-application/	0,1,2,3,9,10,15	1
/projects/mobile-phone/mobile-development-15818588/	-	1
/projects/mobile-phone/release-app-updates-with-staged/	-	1
/projects/mobile-phone/anriod-ios-mobile-desktop-app/	-	1
/projects/website-design/build-web-mobile-application/	0,1,2,3,4,5,6,7,15	1
/projects/mobile-phone/freelancer-who-can-design-using/	0,1,2,3	1
/projects/mobile-phone/android-studio-game-development/	-	1
/projects/mobile-phone/simple-android-app-15818326/	-	1
/projects/mobile-phone/android-firebase-authentication-api-for/	13,9	1
/projects/mobile-phone/sponsor/	-	1
/projects/android/teen-patti-game-est/	-	1
/projects/mobile-phone/develop-ios-game-app/	-	1
/projects/mobile-phone/build-video-recording-android-app/	4,7,8,10	1
/projects/mobile-phone/mobile-development-15818103/	-	1
/projects/mobile-phone/looking-for-word-cookies-android/	-	1
/projects/graphic-design/mobile-app-website-design-development/	-	1
/projects/mobile-phone/pay-fee/	0,1,2,3,4,5,6,7,12,15	1
/projects/php/apps-like-whatsapp/	1,3,7	1
/projects/mobile-phone/create-app-based-excel-file/	0,1,2,3,4,7,10,15	1
/projects/mobile-phone/mobile-development-15817892/	-	1
/projects/mobile-phone/mobile-development-15817876/	-	1
/projects/mobile-phone/unity-ios-developer/	-	1
/projects/android/built-simple-cpu-benchmarking-app/	1.4.7	1
/projects/php/looking-for-ios-android-developer-15817828/	-	1
/projects/mobile-phone/web-development-15817711/	-	1
/projects/php/new-gojek/	-	1
/projects/mobile-phone/need-app-made-phonegap-that/	1.7.9	1
/projects/mobile-phone/mobile-development-15817463/	-	1
/projects/mobile-phone/mobile-development-15817460/	01,3	1
/projects/mobile-phone/need-someone-create-app/	1,3,4,7,10,11,13	1
/projects/php/mobile-application-15817405/	0,1,2,3,7,13,15	1
/projects/android/learn-how-identify-unique-device/	-	1
/projects/mobile-phone/mirror-windows-desktop-android-tablet/	-	1
/projects/graphic-design/hub-spot-intergration/	-	1
/projects/php/simple-android-app-development-required/	-	1
/projects/mobile-phone/veloppement-mobile-15817193/	-	1
/projects/app-developer/looking-forward-build-reponsive-slot/	0,1,2,3,7,15	1
/projects/graphic-design/build-website-for-new-app/	-	1
/projects/iphone/mems-accelerometers-smartphones-15817129/	-	1
/projects/php/build-ios-mobile-application/	-	1
/projects/mobile-phone/ingal-civil-products-app-development/	1,3,4,15	1
/projects/iphone/mems-accelerometers-smartphones/	-	1
/projects/mobile-phone/membership-app-ios-android-15817059/	0,1,2,3,4,13,15	1
/projects/mobile-phone/publish-app-app-store/	-	1
/projects/mobile-phone/mobile-development-15817008/	1,15,7	1
/projects/mobile-phone/develope-app-chat-video-audio/	-	1
/projects/php/list-new-gmail-account-create/	-	1
/projects/mobile-phone/ios-android-mobile-app-built-15816949/	0,1,2,3,4,7,15	1
/projects/php/make-application-mobile-apps/	-	1
/projects/mobile-phone/unity-game-developers-15816804/	-	1
/projects/php/mobile-app-est-15816761/	-	1
/projects/php/create-website-ios-android-application/	-	1
/projects/mobile-phone/xamarin-expert-needed/	-	1
/projects/mobile-phone/project-for-yaling-15816672/	-	1
/projects/mobile-phone/project-for-pavel-15816662/	-	1
/projects/php/solve-existing-android-app-issues/	7,15	1
/projects/mobile-phone/project-for-evgeny-15816656/	-	1
/projects/mobile-phone/mobile-development-quiz-app/	0,1,2,3,7,10,13,15	1
/projects/php/bakery-app/	-	1
/projects/app-developer/need-devlop-app/	-	1
/projects/php/restaurant-rate-review-android-app/	0,1,2,3,4,7,13	1
/projects/mobile-phone/sviluppo-per-dispositivi-mobili-15816480/	-	1
/projects/html/mobile-development-15816450/	-	1
/projects/mobile-phone/augmented-reality-urgent/	-	1
/projects/mobile-phone/daily-daily-book-mormon-devotional/	1,15,7	1
/projects/mobile-phone/mobile-development-15816242/	-	1
/projects/html/need-user-experience-designer-for/	1,3,7	1
/projects/mobile-phone/build-wardrobe-management-software/	7,13	1
/projects/mobile-phone/mobile-app-for-ios-andriod-15816070/	5,6,,7,13	1
/projects/php/create-proof-concept-app-which/	5,6,7,13	1
/projects/mobile-phone/need-replica-mobile-app/	-	1
/projects/mobile-phone/sap-business-one-developer-part-15816056/	-	1
/projects/mobile-phone/cmr-ipad-application/	-	1
/projects/android/test-android-app-15815998/	4	1
/projects/android/project-for-shilian-15815925/	-	1
/projects/php/pwa-for-specific-group-users/	7,1,15,10	1
/projects/php/mobile-application-ios-android-est/	7,15	1
/projects/mobile-phone/new-application-for-payment/	-	1
/projects/php/build-android-kiosk-app/	-	1
/projects/php/parking-app/	1,2,3,7,13	1
/projects/app-developer/need-app-developer-15815664/	-	1
/projects/mobile-phone/project-for-umermirza-15815560/	-	1
/projects/software-architecture/mac-sketch-software-specialist-who/	0,1,2,3	1
/projects/android/making-peer-peer-marketplace/	-	1
/projects/mobile-phone/network-media-player/	1,7,13	1
/projects/mobile-phone/make-changes-web-site-android/	13,15	1
/projects/mobile-phone/cad-augmented-reality-debug-kudan/	-	1
/projects/php/fingerprint-analysis-android-app/	-	1
/projects/mobile-phone/mobile-development-15815319/	-	1
/projects/graphic-design/build-android-app-15815281/	-	1
/projects/mobile-phone/add-auto-renewal-subscription-apple/	-	1
/projects/mobile-phone/cad-augmented-reality-android-app/	-	1
/projects/mobile-phone/mobile-development-15815184/	-	1
/projects/mobile-phone/mobile-development-15815138/	-	1
/projects/php/website-apple-app-andriod-app/	-	1
/projects/mobile-phone/android-app-15814967/	-	1
/projects/mobile-phone/mobile-development-15814956/	1,7	1
/projects/php/bitcoin-cryptocurrency-exchange-platform-15786569/	3,10,9	10
/projects/mobile-phone/java-script/	-	10
/projects/mobile-phone/review-correct-existing-call-sms/	7	10
/projects/android/app-development-android-15786449/	-	10
/projects/mobile-phone/develop-quiz-mobile-application/	1,15,7	10
/projects/mobile-phone/ionic-app-needs-display-filter-15786440/	3,7,5,6	10
/projects/php/hire-mobile-app-developer-15786324/	-	10
/projects/mobile-phone/mobile-development-15786395/	5,6	10
/projects/php/android-ios-app-developer-laravel/	-	10
/projects/mobile-phone/ionic-app-needs-display-filter-15786389/	3,1,15,7,9	10
/projects/php/android-app-15786353/	-	10
/projects/mobile-phone/simple-data-analytical-app-using/	4,5,6,7	10
/projects/php/agency-looking-create-ecommerce-website/	5,6,7,13	10
/projects/mobile-phone/simple-android-mobile-app-your/	5,6,0	10
/projects/php/installing-riot-web-client-riot/	-	10
/projects/php/help-installing-riot-web-client/	-	10
/projects/html/project-for-giang/	-	10
/projects/php/mobile-app-for-existing-site/	-	10
/projects/iphone/need-ios-developer-est/	-	10
/projects/mobile-phone/mobile-development-15786041/	-	10
/projects/mobile-phone/need-android-app-asset-management/	5,6,13	10
/projects/mobile-phone/mobile-development-15786113/	-	10
/projects/php/implement-fanburst-api-existing-android/	9	10
/projects/mobile-phone/need-android-app-15786101/	5,6,13	10
/projects/php/lost-phone-information-retrieval/	-	10
/projects/mobile-phone/mobile-development-15786036/	-	10
/projects/mobile-phone/suggest-working-android-app/	-	10
/projects/php/replace-soundcloud-api-with-fanburst/	9	10
/projects/html/mobile-development-15785261/	-	10
/projects/mobile-phone/iphone-ipad-app-15785967/	-	10
/projects/programming/need-programmer-15785863/	0,1,3,5,6,7,11	10
/projects/mobile-phone/text-photo-android-application/	-	10
/projects/mobile-phone/mobile-development-15785823/	-	10
/projects/mobile-phone/mobile-development-15785799/	-	10
/projects/mobile-phone/mobile-development-15785745/	-	10
/projects/php/hybrid-apps-ios-android/	-	10
/projects/mobile-phone/geo-location-based-augmented-reality/	-	10
/projects/mobile-phone/android-app-15785397/	7,13	10
/projects/mobile-phone/app-add/	-	10
/projects/mobile-phone/edit-application-call-recorder-15785366/	-	10
/projects/mobile-phone/android-app-15785237/	-	10
/projects/mobile-phone/augmented-reality-app-for-both/	7	10
/projects/html/mobile-website-mobile-only-15785112/	-	10
/projects/mobile-phone/app-development-15785058/	3,10	10
/projects/android/make-photo-editing-app-where/	7,10,15	10
/projects/graphic-design/bitcoin-cryptocurrency-exchange-platform/	7,5,6,13,12	10
/projects/mobile-phone/build-app-15784775/	7,10,13	10
/projects/mobile-phone/mobile-development-15784771/	-	10
/projects/php/create-music-streaming-native-app/	-	10
/projects/website-design/pay-loan-payday-loan-check/	-	10
/projects/php/global-magento-shop-blog-ios-15784598/	3,7,10	10
/projects/php/create-firebase-chat-app/	-	10
/projects/android/project-for-chandrika/	-	10
/projects/php/global-magento-shop-blog-ios/	3,7,10	10
/projects/php/uber-style-dating-app/	13,10,7	10
/projects/php/fashion-rental-store/	-	10
/projects/mobile-phone/cad-viewer-augmented-reality-android/	7	10
/projects/mobile-phone/other-not-sure-15784317/	-	10
/projects/mobile-phone/mobile-development-15784287/	-	10
/projects/php/update-edit-website/	-	10
/projects/android/firebase-image-push-notification-for/	-	10
/projects/mobile-phone/android-app-15784001/	-	10
/projects/mobile-phone/appcelerator-titanium-mobile-app/	7,10	10
/projects/mobile-phone/ionic-creator/	7	10
/projects/mobile-phone/ios-dating-app-15783622/	7,10	10
/projects/mobile-phone/android-app-for-screen-sharing/	-	10
/projects/javascript/device-app-sharepoint-expert/	-	10
/projects/php/android-image-push-notification-urgent/	7,15	10
/projects/mobile-phone/need-app-built-that-runs/	-	10
/projects/mobile-phone/ios-network-communication-client/	7	10
/projects/mobile-phone/android-network-communication-client/	7	10
/projects/mobile-phone/mobile-app-for-optics/	-	10
/projects/mobile-phone/android-ios-website-15783542/	-	10
/projects/php/add-firebase-facebook-button-android/	-	10
/projects/mobile-phone/develop-android-application-15783462/	7	10
/projects/mobile-phone/mobile-development-15783410/	-	10
